date;country;value
2004;Hong Kong;2354.375
2005;Hong Kong;2346.386
2006;Hong Kong;2315.4949
2007;Hong Kong;2327.78
2008;Hong Kong;2277.0227
2009;Hong Kong;2251.9988
2010;Hong Kong;2302.0801
2011;Hong Kong;2256.7612
2012;Hong Kong;2235.5942
2013;Hong Kong;2225.4138
2014;Hong Kong;2175.2473
2015;Hong Kong;2185.5789
2016;Hong Kong;2185.5789
2017;Hong Kong;2185.5789
1980;Hungary;2193.4773
1981;Hungary;2192.4775
1982;Hungary;2099.4998
1983;Hungary;2079.5046
1984;Hungary;2007.5217
1985;Hungary;1980.5281
1986;Hungary;1971.5303
1987;Hungary;2015.5198
1988;Hungary;2009.5212
1989;Hungary;1984.5272
1990;Hungary;1944.5367
1991;Hungary;1912.5443
1992;Hungary;1869.5546
1993;Hungary;1869.5546
1994;Hungary;2000.5233
1995;Hungary;2005.5222
1996;Hungary;1999.5793
1997;Hungary;2023.4016
1998;Hungary;2022.8932
1999;Hungary;2040.071
2000;Hungary;2032.8467
2001;Hungary;1993.3213
2002;Hungary;2005.2568
2003;Hungary;1978.1667
2004;Hungary;1986.1238
2005;Hungary;1986.9038
2006;Hungary;1983.4768
2007;Hungary;1978.6354
2008;Hungary;1981.7538
2009;Hungary;1963.0601
2010;Hungary;1956.1836
2011;Hungary;1948.6782
2012;Hungary;1926.5392
2013;Hungary;1920.5334
2014;Hungary;1928.3038
2015;Hungary;1923.7209
2016;Hungary;1937.3325
2017;Hungary;1937.3325
1964;Iceland;2144.7549
1965;Iceland;2121.4031
1966;Iceland;2109.0615
1967;Iceland;2073.1609
1968;Iceland;2025.9136
1969;Iceland;1997.3276
1970;Iceland;1979.8445
1971;Iceland;1941.3549
1972;Iceland;1908.254
1973;Iceland;1890.8378
1974;Iceland;1866.0885
1975;Iceland;1841.3087
1976;Iceland;1813.778
1977;Iceland;1771.6417
1978;Iceland;1733.0608
1979;Iceland;1720.1718
1980;Iceland;1710.0775
1981;Iceland;1703.6434
1982;Iceland;1706.3849
1983;Iceland;1706.3986
1984;Iceland;1704.5583
1985;Iceland;1703.6495
1986;Iceland;1696.3209
1987;Iceland;1694.4543
1988;Iceland;1701.8008
1989;Iceland;1697.2434
1990;Iceland;1687.1472
1991;Iceland;1690.7538
1992;Iceland;1690.7538
1993;Iceland;1705.9176
1994;Iceland;1677.275
1995;Iceland;1663.7961
1996;Iceland;1681.4872
1997;Iceland;1706.76
1998;Iceland;1687.3842
1999;Iceland;1667.1659
2000;Iceland;1718.554
2001;Iceland;1729.5055
2002;Iceland;1694.9659
2003;Iceland;1661.2688
2004;Iceland;1668.0083
2005;Iceland;1659.584
2006;Iceland;1649.4749
2007;Iceland;1627.5717
2008;Iceland;1629.2566
2009;Iceland;1549.0085
2010;Iceland;1542.5016
2011;Iceland;1548.2521
2012;Iceland;1523.7321
2013;Iceland;1521.8097
2014;Iceland;1509.6294
2015;Iceland;1509.1685
2016;Iceland;1493.3651
2017;Iceland;1493.3651
1970;India;2077.3308
1971;India;2077.0852
1972;India;2076.5603
1973;India;2074.8291
1974;India;2072.3657
1975;India;2069.9565
1976;India;2067.1599
1977;India;2065.3796
1978;India;2064.4177
1979;India;2064.2246
1980;India;2064.0278
1981;India;2063.623
1982;India;2064.1531
1983;India;2065.1204
1984;India;2066.7083
1985;India;2068.6077
1986;India;2070.5779
1987;India;2072.2705
1988;India;2075.0774
1989;India;2078.1321
1990;India;2078.4795
1991;India;2079.3042
1992;India;2076.9104
1993;India;2075.8694
1994;India;2075.6873
1995;India;2077.0972
1996;India;2079.8303
1997;India;2079.3826
1998;India;2080.7412
1999;India;2082.6938
2000;India;2086.6284
2001;India;2086.7727
2002;India;2088.8936
2003;India;2091.9958
2004;India;2095.7783
2005;India;2096.916
2006;India;2097.0964
2007;India;2098.1213
2008;India;2099.6331
2009;India;2103.5361
2010;India;2110.3926
2011;India;2113.6245
2012;India;2115.7102
2013;India;2117.103
2014;India;2118.0881
2015;India;2117.0117
2016;India;2117.0117
2017;India;2117.0117
1970;Indonesia;1988.0715
1971;Indonesia;1990.318
1972;Indonesia;2020.97
1973;Indonesia;2032.0226
1974;Indonesia;2029.8593
1975;Indonesia;2011.4331
1976;Indonesia;1972.9434
1977;Indonesia;1990.8206
1978;Indonesia;1975.8154
1979;Indonesia;1988.1433
1980;Indonesia;2003.2617
1981;Indonesia;2034.144
1982;Indonesia;2013.3235
1983;Indonesia;2051.5149
1984;Indonesia;2056.8665
1985;Indonesia;2029.0776
1986;Indonesia;1887.9058
1987;Indonesia;1890.0297
1988;Indonesia;1886.1644
1989;Indonesia;1891.3917
1990;Indonesia;1909.3696
1991;Indonesia;1928.2959
1992;Indonesia;1897.3234
1993;Indonesia;1898.6636
1994;Indonesia;1929.7295
1995;Indonesia;1928.0195
1996;Indonesia;1917.2124
1997;Indonesia;1922.9292
1998;Indonesia;1928.8357
1999;Indonesia;1949.5291
2000;Indonesia;1913.0223
2001;Indonesia;1935.4495
2002;Indonesia;1917.7333
2003;Indonesia;1941.8517
2004;Indonesia;1969.0544
2005;Indonesia;1953.516
2006;Indonesia;1965.111
2007;Indonesia;2042.9899
2008;Indonesia;2044.3296
2009;Indonesia;2063.6802
2010;Indonesia;2054.3242
2011;Indonesia;2023.2792
2012;Indonesia;2026.3513
2013;Indonesia;2024.2395
2014;Indonesia;2008.4623
2015;Indonesia;2024.287
2016;Indonesia;2024.287
2017;Indonesia;2024.287
1870;Ireland;3108
1880;Ireland;3017
1890;Ireland;2869
1900;Ireland;2795
1913;Ireland;2690
1929;Ireland;2182
1938;Ireland;2171
1950;Ireland;2419.4111
1951;Ireland;2407.575
1952;Ireland;2395.7969
1953;Ireland;2384.0762
1954;Ireland;2372.4131
1955;Ireland;2360.8069
1956;Ireland;2349.2573
1957;Ireland;2337.7644
1958;Ireland;2326.3279
1959;Ireland;2314.947
1960;Ireland;2303.6221
1961;Ireland;2306.6157
1962;Ireland;2309.6133
1963;Ireland;2312.615
1964;Ireland;2315.6204
1965;Ireland;2318.6296
1966;Ireland;2321.6428
1967;Ireland;2324.6602
1968;Ireland;2327.6812
1969;Ireland;2330.7063
1970;Ireland;2333.7351
1971;Ireland;2316.7312
1972;Ireland;2296.5879
1973;Ireland;2284.031
1974;Ireland;2247.6687
1975;Ireland;2237.7278
1976;Ireland;2232.2344
1977;Ireland;2202.6733
1978;Ireland;2183.0535
1979;Ireland;2161.3406
1980;Ireland;2122.1006
1981;Ireland;2090.7085
1982;Ireland;2083.3838
1983;Ireland;2073.1814
1984;Ireland;2055.1309
1985;Ireland;2062.1941
1986;Ireland;2096.7253
1987;Ireland;2076.0591
1988;Ireland;2084.4302
1989;Ireland;2091.7549
1990;Ireland;2080.2446
1991;Ireland;2045.1902
1992;Ireland;1996.7941
1993;Ireland;1970.111
1994;Ireland;1970.3726
1995;Ireland;1962.0013
1996;Ireland;1953.5992
1997;Ireland;1954.1941
1998;Ireland;1953.1941
1999;Ireland;1941.8829
2000;Ireland;1932.7238
2001;Ireland;1923.5294
2002;Ireland;1904.2762
2003;Ireland;1886.7864
2004;Ireland;1875.256
2005;Ireland;1883.1937
2006;Ireland;1878.813
2007;Ireland;1864.9323
2008;Ireland;1843.8962
2009;Ireland;1811.803
2010;Ireland;1801.2773
2011;Ireland;1702.1769
2012;Ireland;1707.4982
2013;Ireland;1719.5591
2014;Ireland;1731.0465
2015;Ireland;1740.5286
2016;Ireland;1738.7294
2017;Ireland;1745.6843
1981;Israel;1966.0331
1982;Israel;1941.761
1983;Israel;1928.6136
1984;Israel;1931.6477
1985;Israel;1931.6477
1986;Israel;1926.5911
1987;Israel;1920.5231
1988;Israel;1878.047
1989;Israel;1909.3983
1990;Israel;1904.3417
1991;Israel;1897.2623
1992;Israel;1950.863
1993;Israel;1952.8857
1994;Israel;1993.339
1995;Israel;2017.6111
1996;Israel;2035.5391
1997;Israel;2040.4977
1998;Israel;2015.4592
1999;Israel;2023.3385
2000;Israel;2034.7421
2001;Israel;1998.0148
2002;Israel;2015.5543
2003;Israel;1996.8781
2004;Israel;1973.2894
2005;Israel;1965.0957
2006;Israel;1951.7192
2007;Israel;1964.7948
2008;Israel;1960.6504
2009;Israel;1962.0277
2010;Israel;1956.2672
2011;Israel;1946.813
2012;Israel;1918.9104
2013;Israel;1908.5657
2014;Israel;1894.0676
2015;Israel;1895.4574
2016;Israel;1920.6106
2017;Israel;1920.6106
1870;Italy;3000
1880;Italy;3008
1890;Italy;3006
1900;Italy;3014
1913;Italy;2953
1929;Italy;2153
1938;Italy;2162
1950;Italy;2107.2554
1951;Italy;2113.708
1952;Italy;2120.1804
1953;Italy;2126.6726
1954;Italy;2133.1848
1955;Italy;2139.7168
1956;Italy;2146.2688
1957;Italy;2152.8411
1958;Italy;2159.4331
1959;Italy;2166.0457
1960;Italy;2172.6782
1961;Italy;2155.9355
1962;Italy;2106.6707
1963;Italy;2091.877
1964;Italy;2085.7231
1965;Italy;2027.9208
1966;Italy;2046.6244
1967;Italy;2071.1543
1968;Italy;2064.6907
1969;Italy;2063.5681
1970;Italy;2042.2288
1971;Italy;1989.7507
1972;Italy;1970.8881
1973;Italy;1954.6459
1974;Italy;1924.0708
1975;Italy;1908.549
1976;Italy;1906.4534
1977;Italy;1871.6073
1978;Italy;1861.5642
1979;Italy;1855.0286
1980;Italy;1856.0651
1981;Italy;1862.3245
1982;Italy;1873.733
1983;Italy;1873.0464
1984;Italy;1862.6731
1985;Italy;1859.1587
1986;Italy;1867.5593
1987;Italy;1886.6825
1988;Italy;1890.4023
1989;Italy;1874.5634
1990;Italy;1863.8346
1991;Italy;1856.8695
1992;Italy;1860.0026
1993;Italy;1859.8804
1994;Italy;1853.8326
1995;Italy;1856.0868
1996;Italy;1866.1272
1997;Italy;1860.113
1998;Italy;1873.7856
1999;Italy;1870.3572
2000;Italy;1850.8062
2001;Italy;1837.7606
2002;Italy;1826.5938
2003;Italy;1815.7974
2004;Italy;1815.3416
2005;Italy;1812.0552
2006;Italy;1812.5823
2007;Italy;1818.1526
2008;Italy;1807.0319
2009;Italy;1775.6611
2010;Italy;1777.2737
2011;Italy;1773.2565
2012;Italy;1734.1747
2013;Italy;1719.5074
2014;Italy;1717.1372
2015;Italy;1717.9958
2016;Italy;1724.4153
2017;Italy;1722.6113
1986;Jamaica;1864.8246
1987;Jamaica;1893.6748
1988;Jamaica;1914.9969
1989;Jamaica;1972.9108
1990;Jamaica;1938.2228
1991;Jamaica;1947.975
1992;Jamaica;1963.4525
1993;Jamaica;1951.1327
1994;Jamaica;1958.8782
1995;Jamaica;1948.525
1996;Jamaica;1969.2648
1997;Jamaica;1963.9474
1998;Jamaica;1999.2107
1999;Jamaica;1983.4503
2000;Jamaica;1963.4492
2001;Jamaica;1970.6368
2002;Jamaica;1965.5664
1950;Japan;2030.4137
1951;Japan;2012.9907
1952;Japan;1995.7172
1953;Japan;1978.5918
1954;Japan;2008.9454
1955;Japan;2034.5164
1956;Japan;2084.9668
1957;Japan;2108.0427
1958;Japan;2133.1448
1959;Japan;2156.2446
1960;Japan;2172.8989
1961;Japan;2175.3137
1962;Japan;2152.7
1963;Japan;2146.3276
1964;Japan;2153.5291
1965;Japan;2135.1223
1966;Japan;2142.9473
1967;Japan;2156.571
1968;Japan;2160.3401
1969;Japan;2147.0117
1970;Japan;2137.2173
1971;Japan;2129.2954
1972;Japan;2131.6648
1973;Japan;2117.5442
1974;Japan;2058.7163
1975;Japan;2030.2618
1976;Japan;2057.5
1977;Japan;2064.0063
1978;Japan;2067.9878
1979;Japan;2072.7031
1980;Japan;2073.9438
1981;Japan;2068.8276
1982;Japan;2068.6187
1983;Japan;2074.8601
1984;Japan;2089.2798
1985;Japan;2076.7673
1986;Japan;2078.4951
1987;Japan;2083.9683
1988;Japan;2080.4377
1989;Japan;2061.3616
1990;Japan;2028.4187
1991;Japan;2010.7419
1992;Japan;1962.1306
1993;Japan;1926.7769
1994;Japan;1909.1
1995;Japan;1911.6
1996;Japan;1914.8
1997;Japan;1887.1
1998;Japan;1866.5
1999;Japan;1850.9
2000;Japan;1858.5
2001;Japan;1843.1
2002;Japan;1830.6
2003;Japan;1834.2
2004;Japan;1841.5
2005;Japan;1827.8
2006;Japan;1836
2007;Japan;1826.5
2008;Japan;1807.3
2009;Japan;1757.2
2010;Japan;1777.8
2011;Japan;1772.7
2012;Japan;1782.9
2013;Japan;1761.5
2014;Japan;1756.5
2015;Japan;1750.9
2016;Japan;1742
2017;Japan;1738.3633
1995;Latvia;1975.9082
1996;Latvia;1975.8959
1997;Latvia;1975.9169
1998;Latvia;1975.9045
1999;Latvia;1975.9008
2000;Latvia;1975.7949
2001;Latvia;1987.1439
2002;Latvia;1937.8738
2003;Latvia;1927.734
2004;Latvia;1878.3942
2005;Latvia;1905.5121
2006;Latvia;1906.8286
2007;Latvia;1878.2091
2008;Latvia;2002.2491
2009;Latvia;1952.2241
2010;Latvia;1935.1354
2011;Latvia;1951.8978
2012;Latvia;1934.2838
2013;Latvia;1927.7461
2014;Latvia;1938.4757
2015;Latvia;1901.7413
2016;Latvia;1902.4856
2017;Latvia;1874.5979
1995;Lithuania;1729.3558
1996;Lithuania;1727.0402
1997;Lithuania;1732.694
1998;Lithuania;1779.5939
1999;Lithuania;1726.0139
2000;Lithuania;1846.2274
2001;Lithuania;1831.2194
2002;Lithuania;1802.1711
2003;Lithuania;1785.8864
2004;Lithuania;1878.5562
2005;Lithuania;1878.9719
2006;Lithuania;1874.2102
2007;Lithuania;1903.7567
2008;Lithuania;1933.5715
2009;Lithuania;1862.9437
2010;Lithuania;1884.2866
2011;Lithuania;1858.8728
2012;Lithuania;1857.2939
2013;Lithuania;1841.2473
2014;Lithuania;1833.5299
2015;Lithuania;1859.4974
2016;Lithuania;1885.0089
2017;Lithuania;1844.0171
1970;Luxembourg;1845.8361
1971;Luxembourg;1842.3248
1972;Luxembourg;1821.7426
1973;Luxembourg;1792.4818
1974;Luxembourg;1768.983
1975;Luxembourg;1741.355
1976;Luxembourg;1757.8225
1977;Luxembourg;1732.7194
1978;Luxembourg;1715.1189
1979;Luxembourg;1698.5089
1980;Luxembourg;1682.3013
1981;Luxembourg;1658.0519
1982;Luxembourg;1640.4119
1983;Luxembourg;1634.7815
1984;Luxembourg;1621.1965
1985;Luxembourg;1634.8575
1986;Luxembourg;1626.6595
1987;Luxembourg;1624.8335
1988;Luxembourg;1644.8755
1989;Luxembourg;1633.9436
1990;Luxembourg;1633.9415
1991;Luxembourg;1616.6366
1992;Luxembourg;1595.6875
1993;Luxembourg;1602.0656
1994;Luxembourg;1581.1226
1995;Luxembourg;1592.6145
1996;Luxembourg;1599.5625
1997;Luxembourg;1598.037
1998;Luxembourg;1593.3136
1999;Luxembourg;1591.7571
2000;Luxembourg;1602.2155
2001;Luxembourg;1585.72
2002;Luxembourg;1580.6825
2003;Luxembourg;1578.9333
2004;Luxembourg;1577.8783
2005;Luxembourg;1549.8424
2006;Luxembourg;1552.2755
2007;Luxembourg;1566.2959
2008;Luxembourg;1566.969
2009;Luxembourg;1516.4703
2010;Luxembourg;1516.4979
2011;Luxembourg;1515.0692
2012;Luxembourg;1508.0867
2013;Luxembourg;1502.6809
2014;Luxembourg;1508.2611
2015;Luxembourg;1521.0288
2016;Luxembourg;1519.5106
2017;Luxembourg;1518.8575
1970;Malaysia;2258.9963
1971;Malaysia;2260.5723
1972;Malaysia;2262.1729
1973;Malaysia;2263.8052
1974;Malaysia;2265.4771
1975;Malaysia;2267.1948
1976;Malaysia;2269.095
1977;Malaysia;2270.9912
1978;Malaysia;2272.8708
1979;Malaysia;2274.7268
1980;Malaysia;2276.562
1981;Malaysia;2277.6987
1982;Malaysia;2278.4895
1983;Malaysia;2277.4053
1984;Malaysia;2283.334
1985;Malaysia;2279.4492
1986;Malaysia;2272.2869
1987;Malaysia;2273.1543
1988;Malaysia;2271.488
1989;Malaysia;2279.645
1990;Malaysia;2283.2698
1991;Malaysia;2290.6899
1992;Malaysia;2298.1726
1993;Malaysia;2299.5669
1994;Malaysia;2299.925
1995;Malaysia;2300.3152
1996;Malaysia;2300.7361
1997;Malaysia;2305.6272
1998;Malaysia;2302.7126
1999;Malaysia;2304.0952
2000;Malaysia;2303.3127
2001;Malaysia;2306.7595
2002;Malaysia;2334.0334
2003;Malaysia;2324.4751
2004;Malaysia;2318.8247
2005;Malaysia;2361.2639
2006;Malaysia;2349.0852
2007;Malaysia;2324.4524
2008;Malaysia;2298.3066
2009;Malaysia;2306.564
2010;Malaysia;2290.2117
2011;Malaysia;2285.8323
2012;Malaysia;2268.6323
2013;Malaysia;2240.9502
2014;Malaysia;2249.6169
2015;Malaysia;2238.2729
2016;Malaysia;2238.2729
2017;Malaysia;2238.2729
1994;Malta;2258.4878
1995;Malta;2257.2898
1996;Malta;2250.3857
1997;Malta;2252.865
1998;Malta;2277.3828
1999;Malta;2254.384
2000;Malta;2251.1816
2001;Malta;2159.3369
2002;Malta;2216.6877
2003;Malta;2191.6677
2004;Malta;2091.1963
2005;Malta;2157.9136
2006;Malta;2162.856
2007;Malta;2153.3037
2008;Malta;2162.9739
2009;Malta;2168.4038
2010;Malta;2110.2021
2011;Malta;2052.0757
2012;Malta;2027.42
2013;Malta;2008.3445
2014;Malta;1976.5052
2015;Malta;1964.5587
2016;Malta;2031.9048
2017;Malta;2040.0317
1950;Mexico;2431.7302
1951;Mexico;2431.2783
1952;Mexico;2430.8264
1953;Mexico;2430.3748
1954;Mexico;2429.9231
1955;Mexico;2429.4714
1956;Mexico;2429.0198
1957;Mexico;2428.5684
1958;Mexico;2428.1169
1959;Mexico;2427.6658
1960;Mexico;2427.2146
1961;Mexico;2417.5605
1962;Mexico;2407.9448
1963;Mexico;2398.3674
1964;Mexico;2388.8281
1965;Mexico;2379.3269
1966;Mexico;2369.8633
1967;Mexico;2360.4373
1968;Mexico;2351.0488
1969;Mexico;2341.6978
1970;Mexico;2332.3838
1971;Mexico;2330.5007
1972;Mexico;2328.6191
1973;Mexico;2326.7393
1974;Mexico;2325.123
1975;Mexico;2323.5081
1976;Mexico;2321.894
1977;Mexico;2320.2815
1978;Mexico;2318.6697
1979;Mexico;2317.0593
1980;Mexico;2315.4497
1981;Mexico;2316.4517
1982;Mexico;2317.4539
1983;Mexico;2318.4563
1984;Mexico;2319.4595
1985;Mexico;2320.4629
1986;Mexico;2321.4668
1987;Mexico;2322.4712
1988;Mexico;2323.4761
1989;Mexico;2324.4812
1990;Mexico;2325.6104
1991;Mexico;2319.2534
1992;Mexico;2312.9143
1993;Mexico;2306.5923
1994;Mexico;2294
1995;Mexico;2294
1996;Mexico;2314
1997;Mexico;2322
1998;Mexico;2291
1999;Mexico;2306
2000;Mexico;2311
2001;Mexico;2285
2002;Mexico;2271
2003;Mexico;2277
2004;Mexico;2271
2005;Mexico;2290
2006;Mexico;2278
2007;Mexico;2260
2008;Mexico;2264
2009;Mexico;2255
2010;Mexico;2254
2011;Mexico;2248
2012;Mexico;2239
2013;Mexico;2244
2014;Mexico;2242
2015;Mexico;2248
2016;Mexico;2255
2017;Mexico;2255
1970;Myanmar;2451.2358
1971;Myanmar;2451.0273
1972;Myanmar;2450.8252
1973;Myanmar;2450.6233
1974;Myanmar;2449.9067
1975;Myanmar;2449.1809
1976;Myanmar;2448.3887
1977;Myanmar;2447.6335
1978;Myanmar;2446.9165
1979;Myanmar;2446.2368
1980;Myanmar;2445.5898
1981;Myanmar;2444.5784
1982;Myanmar;2443.6143
1983;Myanmar;2442.689
1984;Myanmar;2443.3994
1985;Myanmar;2444.1794
1986;Myanmar;2445.1855
1987;Myanmar;2446.2239
1988;Myanmar;2447.2898
1989;Myanmar;2448.3792
1990;Myanmar;2449.4873
1991;Myanmar;2449.9634
1992;Myanmar;2449.3638
1993;Myanmar;2448.7241
1994;Myanmar;2448.0374
1995;Myanmar;2447.2981
1996;Myanmar;2446.9963
1997;Myanmar;2446.6213
1998;Myanmar;2446.1975
1999;Myanmar;2445.7458
2000;Myanmar;2445.2773
2001;Myanmar;2444.8813
2002;Myanmar;2444.4875
2003;Myanmar;2444.0911
2004;Myanmar;2443.6851
2005;Myanmar;2443.2632
2006;Myanmar;2442.7166
2007;Myanmar;2442.1189
2008;Myanmar;2441.4534
2009;Myanmar;2440.6943
2010;Myanmar;2439.7983
2011;Myanmar;2439.4463
2012;Myanmar;2439.0742
2013;Myanmar;2438.6584
2014;Myanmar;2438.1577
2015;Myanmar;2437.8633
2016;Myanmar;2437.8633
2017;Myanmar;2437.8633
1870;Netherlands;3274
1880;Netherlands;3194
1890;Netherlands;3105
1900;Netherlands;3037
1913;Netherlands;2942
1929;Netherlands;2233
1938;Netherlands;2281
1950;Netherlands;1993.9949
1951;Netherlands;1979.3413
1952;Netherlands;1964.7954
1953;Netherlands;1950.3564
1954;Netherlands;1936.0237
1955;Netherlands;1921.7961
1956;Netherlands;1907.6732
1957;Netherlands;1893.6541
1958;Netherlands;1879.7379
1959;Netherlands;1865.9241
1960;Netherlands;1852.2117
1961;Netherlands;1850.542
1962;Netherlands;1848.8738
1963;Netherlands;1847.2072
1964;Netherlands;1845.542
1965;Netherlands;1843.8783
1966;Netherlands;1842.2162
1967;Netherlands;1840.5555
1968;Netherlands;1838.8964
1969;Netherlands;1875.0446
1970;Netherlands;1835.5825
1971;Netherlands;1802.0966
1972;Netherlands;1800.3485
1973;Netherlands;1773.9435
1974;Netherlands;1720.4615
1975;Netherlands;1667.3665
1976;Netherlands;1651.4924
1977;Netherlands;1631.2665
1978;Netherlands;1602.7205
1979;Netherlands;1581.2885
1980;Netherlands;1578.3605
1981;Netherlands;1577.8354
1982;Netherlands;1563.3324
1983;Netherlands;1548.4104
1984;Netherlands;1540.2925
1985;Netherlands;1523.8414
1986;Netherlands;1508.9044
1987;Netherlands;1487.6425
1988;Netherlands;1484.4354
1989;Netherlands;1479.6885
1990;Netherlands;1473.8715
1991;Netherlands;1464.7715
1992;Netherlands;1471.1754
1993;Netherlands;1460.8594
1994;Netherlands;1468.4915
1995;Netherlands;1479.2355
1996;Netherlands;1494.4548
1997;Netherlands;1480.0753
1998;Netherlands;1476.3424
1999;Netherlands;1475.2928
2000;Netherlands;1462.0212
2001;Netherlands;1451.8977
2002;Netherlands;1434.8143
2003;Netherlands;1426.554
2004;Netherlands;1447.5278
2005;Netherlands;1433.5756
2006;Netherlands;1430.4602
2007;Netherlands;1429.7458
2008;Netherlands;1430.0443
2009;Netherlands;1421.9767
2010;Netherlands;1421.3412
2011;Netherlands;1422.4435
2012;Netherlands;1413.1395
2013;Netherlands;1417.5695
2014;Netherlands;1428.8756
2015;Netherlands;1423.9202
2016;Netherlands;1436.729
2017;Netherlands;1430.0229
1970;New Zealand;1900.6941
1971;New Zealand;1896.7161
1972;New Zealand;1892.9427
1973;New Zealand;1889.1609
1974;New Zealand;1885.3789
1975;New Zealand;1881.6034
1976;New Zealand;1877.8325
1977;New Zealand;1874.0708
1978;New Zealand;1870.369
1979;New Zealand;1866.3364
1980;New Zealand;1864.4515
1981;New Zealand;1861.2894
1982;New Zealand;1846.8429
1983;New Zealand;1844.5219
1984;New Zealand;1852.9146
1985;New Zealand;1837.2321
1986;New Zealand;1834
1987;New Zealand;1838
1988;New Zealand;1829
1989;New Zealand;1820
1990;New Zealand;1809
1991;New Zealand;1792
1992;New Zealand;1799
1993;New Zealand;1853
1994;New Zealand;1848
1995;New Zealand;1841
1996;New Zealand;1834
1997;New Zealand;1826
1998;New Zealand;1829
1999;New Zealand;1845
2000;New Zealand;1836
2001;New Zealand;1825
2002;New Zealand;1826
2003;New Zealand;1823
2004;New Zealand;1830
2005;New Zealand;1815
2006;New Zealand;1795
2007;New Zealand;1774
2008;New Zealand;1761
2009;New Zealand;1740
2010;New Zealand;1755
2011;New Zealand;1746
2012;New Zealand;1734
2013;New Zealand;1752
2014;New Zealand;1762
2015;New Zealand;1757
2016;New Zealand;1752
2017;New Zealand;1752
2010;Nigeria;1996.6565
2011;Nigeria;1984.2125
2012;Nigeria;1880.9844
2013;Nigeria;1893.6323
2014;Nigeria;1909.653
2015;Nigeria;1703.4781
2016;Nigeria;1827.2401
2017;Nigeria;1827.2401
1950;Norway;2129.4849
1951;Norway;2118.7014
1952;Norway;2107.9727
1953;Norway;2097.2981
1954;Norway;2086.6777
1955;Norway;2076.1111
1956;Norway;2065.5979
1957;Norway;2055.1379
1958;Norway;2044.7311
1959;Norway;2034.3768
1960;Norway;2024.075
1961;Norway;2009.3054
1962;Norway;1994.6438
1963;Norway;1985.6454
1964;Norway;1995.6436
1965;Norway;1950.6516
1966;Norway;1951.6514
1967;Norway;1935.6543
1968;Norway;1896.6613
1969;Norway;1848.6698
1970;Norway;1834.6724
1971;Norway;1812.6763
1972;Norway;1779.6821
1973;Norway;1765.6847
1974;Norway;1744.6884
1975;Norway;1727.6914
1976;Norway;1674.0947
1977;Norway;1637.9404
1978;Norway;1601.4917
1979;Norway;1580.1366
1980;Norway;1579.7845
1981;Norway;1569.9088
1982;Norway;1558.481
1983;Norway;1553.8071
1984;Norway;1548.6146
1985;Norway;1542.6471
1986;Norway;1538.2059
1987;Norway;1510.6976
1988;Norway;1513.5641
1989;Norway;1510.8329
1990;Norway;1502.6711
1991;Norway;1500.4907
1992;Norway;1510.3245
1993;Norway;1506.5886
1994;Norway;1504.5739
1995;Norway;1487.7358
1996;Norway;1482.2007
1997;Norway;1477.5382
1998;Norway;1475.7112
1999;Norway;1474.8483
2000;Norway;1456.4656
2001;Norway;1430.8419
2002;Norway;1416.3457
2003;Norway;1404.5042
2004;Norway;1423.8383
2005;Norway;1427.7825
2006;Norway;1425.226
2007;Norway;1434.3196
2008;Norway;1438.6703
2009;Norway;1416.8906
2010;Norway;1426.4763
2011;Norway;1430.038
2012;Norway;1428.465
2013;Norway;1417.9874
2014;Norway;1420.2477
2015;Norway;1422.5608
2016;Norway;1429.0883
2017;Norway;1417.4723
1970;Pakistan;2215.5176
1971;Pakistan;2256.3687
1972;Pakistan;2204.0798
1973;Pakistan;2238.2603
1974;Pakistan;2270.1731
1975;Pakistan;2308.2813
1976;Pakistan;2265.5247
1977;Pakistan;2220.8157
1978;Pakistan;2176.0486
1979;Pakistan;2130.6965
1980;Pakistan;2143.271
1981;Pakistan;2125.9895
1982;Pakistan;2129.3101
1983;Pakistan;2132.9883
1984;Pakistan;2140.3125
1985;Pakistan;2157.97
1986;Pakistan;2164.0027
1987;Pakistan;2134.238
1988;Pakistan;2108.9004
1989;Pakistan;2138.9285
1990;Pakistan;2167.2649
1991;Pakistan;2205.8513
1992;Pakistan;2202.4463
1993;Pakistan;2233.5469
1994;Pakistan;2195.5017
1995;Pakistan;2217.4604
1996;Pakistan;2211.9167
1997;Pakistan;2199.7478
1998;Pakistan;2177.5776
1999;Pakistan;2179.28
2000;Pakistan;2186.4368
2001;Pakistan;2178.7424
2002;Pakistan;2169.9292
2003;Pakistan;2184.9133
2004;Pakistan;2176.8701
2005;Pakistan;2164.6743
2006;Pakistan;2131.4966
2007;Pakistan;2135.8044
2008;Pakistan;2128.708
2009;Pakistan;2109.1353
2010;Pakistan;2127.9233
2011;Pakistan;2114.8743
2012;Pakistan;2101.45
2013;Pakistan;2088.7529
2014;Pakistan;2095.2488
2015;Pakistan;2096.1443
2016;Pakistan;2096.1443
2017;Pakistan;2096.1443
1950;Peru;2157
1951;Peru;2151.7302
1952;Peru;2146.4736
1953;Peru;2141.2297
1954;Peru;2135.9985
1955;Peru;2130.78
1956;Peru;2125.5745
1957;Peru;2120.3816
1958;Peru;2115.2014
1959;Peru;2110.0339
1960;Peru;2104.8789
1961;Peru;2099.7366
1962;Peru;2094.6069
1963;Peru;2089.4897
1964;Peru;2084.385
1965;Peru;2079.2927
1966;Peru;2074.2129
